Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,CLV_range,CLV_scaled
ZV43428,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/2011,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Special Auto,Special L3,Offer2,Web,395.729716,Four-Door Car,Medsize,1,4.4303312473559195
XP11075,Arizona,14567.268409999999,No,Premium,Bachelor,1/12/2011,Unemployed,M,0,Suburban,Single,148,8,18,0,2,Personal Auto,Personal L2,Offer1,Agent,710.4,SUV,Medsize,0,1.7687673352129547
SF32458,California,4991.4719700000005,No,Basic,Doctor,1/30/2011,Medical Leave,M,12608,Urban,Married,66,23,72,1,3,Personal Auto,Personal L1,Offer1,Agent,214.866605,Four-Door Car,Medsize,0,-0.15876080564705322
PK26805,California,2810.957053,No,Basic,High School or Below,2/11/2011,Employed,M,20371,Suburban,Married,71,19,14,1,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize,0,-0.5976803138485586
CC43119,California,2921.490461,No,Basic,Bachelor,1/19/2011,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.094835,Two-Door Car,Medsize,0,-0.5754308585933088
NA82031,Washington,2962.982516,No,Basic,College,2/5/2011,Employed,F,71809,Rural,Divorced,74,14,3,0,1,Corporate Auto,Corporate L3,Offer3,Agent,78.248458,Four-Door Car,Medsize,0,-0.5670788531872069
NS14955,Oregon,11726.189209999999,No,Extended,Master,2/26/2011,Employed,F,40564,Rural,Married,97,0,36,0,2,Personal Auto,Personal L2,Offer4,Call Center,85.968142,Four-Door Car,Small,0,1.1968817335582853
QC87108,Oregon,8769.266756,No,Basic,College,1/19/2011,Employed,F,49665,Suburban,Single,74,5,51,0,2,Personal Auto,Personal L3,Offer3,Web,355.2,Four-Door Car,Large,0,0.6016778488330762
TZ71391,Oregon,8509.850887,Yes,Basic,Master,1/31/2011,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.8888450000001,Four-Door Car,Small,0,0.5494595930653967
TB40283,California,14635.45158,Yes,Extended,Bachelor,2/27/2011,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,Medsize,0,1.7824920399653508
IN17648,Nevada,5123.768112,No,Basic,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Single,74,1,62,0,7,Personal Auto,Personal L1,Offer1,Agent,772.7985110000001,Two-Door Car,Medsize,0,-0.13213069313056264
FR12423,Oregon,24127.50402,Yes,Basic,Bachelor,1/26/2011,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,1,3.6931632104793826
RX31862,California,6176.700392,No,Extended,High School or Below,1/24/2011,Employed,M,49529,Urban,Married,78,4,78,0,3,Personal Auto,Personal L2,Offer4,Agent,234.723464,Two-Door Car,Medsize,0,0.07981581312995366
EL42453,Washington,2519.569496,No,Basic,Bachelor,1/10/2011,Employed,M,41372,Suburban,Married,64,21,32,0,1,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Small,0,-0.6563342043665101
MU64306,California,8355.642928,No,Basic,College,2/6/2011,Employed,M,57074,Rural,Married,105,28,19,0,3,Personal Auto,Personal L2,Offer2,Web,80.12933199999999,SUV,Medsize,0,0.5184188141203204
KC17170,Arizona,5465.603983,No,Basic,Bachelor,1/31/2011,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Offer1,Branch,75.501852,Four-Door Car,Medsize,0,-0.06332197679700072
UX24010,California,5205.256308,No,Basic,Bachelor,1/4/2011,Employed,F,53614,Suburban,Married,65,25,70,1,5,Personal Auto,Personal L1,Offer1,Agent,725.849253,Four-Door Car,Small,0,-0.11572779735869758
IO73222,Washington,5407.745153,No,Basic,Bachelor,1/12/2011,Disabled,F,22555,Suburban,Married,70,1,62,0,3,Personal Auto,Personal L1,Offer1,Agent,336.0,Two-Door Car,Medsize,0,-0.07496847781871996
LQ68252,Oregon,3738.436222,No,Basic,High School or Below,2/11/2011,Retired,M,27208,Suburban,Single,102,10,65,0,1,Personal Auto,Personal L2,Offer1,Web,489.6,SUV,Medsize,0,-0.4109864749067447
HC80108,California,2803.796963,No,Basic,College,2/18/2011,Employed,F,43775,Urban,Married,70,3,42,0,1,Personal Auto,Personal L3,Offer2,Call Center,310.744656,Four-Door Car,Medsize,0,-0.5991215803847226
ZY90118,Washington,4165.354461,No,Premium,College,1/3/2011,Medical Leave,M,17161,Suburban,Married,113,1,22,1,1,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,Four-Door Car,Small,0,-0.32505138588569
UX71974,California,20314.44095,No,Basic,College,1/4/2011,Employed,M,42218,Rural,Divorced,180,15,38,3,2,Personal Auto,Personal L3,Offer1,Call Center,212.130344,Luxury Car,Small,1,2.925625343905952
TR75465,Washington,9901.278118,No,Extended,Master,1/9/2011,Unemployed,M,0,Suburban,Married,134,24,51,0,3,Personal Auto,Personal L2,Offer1,Agent,643.2,SUV,Small,0,0.829542316264076
NV61299,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/2011,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,1,4.4303312473559195
EI58852,Arizona,21205.37785,No,Extended,High School or Below,2/11/2011,Employed,F,24930,Suburban,Married,76,7,16,0,2,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize,1,3.104963528175101
AE30506,California,2396.219292,Yes,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Personal Auto,Personal L3,Offer2,Call Center,433.160284,Four-Door Car,Large,0,-0.6811635740049088
VR66049,Washington,6689.022728,Yes,Extended,High School or Below,2/13/2011,Employed,M,56980,Suburban,Married,84,33,70,0,7,Corporate Auto,Corporate L3,Offer2,Agent,599.000883,Two-Door Car,Medsize,0,0.1829420362090166
TK45392,California,5107.163002,Yes,Basic,Bachelor,1/26/2011,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L2,Offer2,Agent,288.572108,Four-Door Car,Medsize,0,-0.13547316359843684
RS85283,Oregon,21776.5819,No,Premium,Bachelor,1/16/2011,Employed,M,56044,Suburban,Married,182,27,32,0,2,Personal Auto,Personal L3,Offer1,Agent,952.849701,SUV,Small,1,3.2199421503134187
GT18023,California,11281.52451,No,Extended,High School or Below,2/15/2011,Employed,F,86195,Urban,Married,139,12,10,0,3,Special Auto,Special L2,Offer1,Agent,601.6679019999999,SUV,Medsize,0,1.1073744296105135
GG84614,Oregon,3031.587812,No,Extended,High School or Below,1/8/2011,Employed,F,27435,Suburban,Single,76,9,6,0,1,Personal Auto,Personal L3,Offer3,Branch,455.54531799999995,Two-Door Car,Medsize,0,-0.5532691779836234
UU84036,California,8267.848845,No,Basic,High School or Below,1/1/2011,Employed,M,59597,Urban,Married,69,6,59,0,2,Special Auto,Special L2,Offer1,Agent,222.791933,Two-Door Car,Medsize,0,0.5007465957681625
NX93393,Oregon,4335.353131,No,Premium,High School or Below,2/27/2011,Employed,M,86096,Suburban,Married,108,30,1,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,518.4,Two-Door Car,Large,0,-0.2908320682146291
GB71156,California,9156.322563,No,Premium,College,1/22/2011,Employed,M,59624,Suburban,Divorced,117,23,44,0,3,Corporate Auto,Corporate L3,Offer3,Branch,582.781896,Four-Door Car,Small,0,0.6795889619974427
LR33381,Nevada,22041.85643,No,Basic,Doctor,2/18/2011,Unemployed,M,0,Suburban,Married,65,11,15,0,2,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Small,1,3.2733397057890663
XJ52902,Nevada,2756.472584,No,Basic,High School or Below,1/27/2011,Employed,M,43540,Rural,Married,70,29,60,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,117.585017,Two-Door Car,Medsize,0,-0.6086475840798496
BM83544,Arizona,7439.978923999999,No,Basic,Bachelor,1/25/2011,Unemployed,F,0,Suburban,Single,108,2,94,0,5,Personal Auto,Personal L2,Offer2,Agent,518.4,SUV,Medsize,0,0.3341032695761685
BI34376,California,7879.928951999999,No,Extended,Doctor,1/10/2011,Employed,F,45703,Suburban,Married,98,17,36,0,9,Personal Auto,Personal L1,Offer4,Agent,470.4,Two-Door Car,Small,0,0.4226615492822635
NE70831,California,2732.652352,No,Basic,High School or Below,1/31/2011,Employed,F,86650,Urban,Single,69,7,64,2,1,Personal Auto,Personal L1,Offer1,Web,323.86571499999997,Two-Door Car,Medsize,0,-0.6134423985675534
CD26907,California,31215.685810000003,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Single,117,9,12,0,2,Personal Auto,Personal L3,Offer2,Web,1227.8220789999998,Sports Car,Medsize,1,5.119955222335941
VC34797,California,2435.5359949999997,No,Basic,Bachelor,1/27/2011,Employed,F,40921,Rural,Married,62,0,50,2,1,Corporate Auto,Corporate L2,Offer3,Agent,10.560419,Four-Door Car,Medsize,0,-0.6732494488547783
ZB23962,Oregon,7952.836873,No,Basic,High School or Below,2/5/2011,Unemployed,M,0,Suburban,Single,118,0,67,0,8,Personal Auto,Personal L3,Offer1,Call Center,849.6,SUV,Medsize,0,0.43733730709516666
ZG69918,Oregon,8168.714346,No,Basic,College,1/14/2011,Disabled,M,20819,Urban,Married,73,4,65,1,2,Special Auto,Special L2,Offer1,Call Center,206.86342199999999,Four-Door Car,Medsize,0,0.4807916460415411
WJ57919,California,2674.730716,Yes,Basic,College,2/15/2011,Employed,M,56342,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,0,-0.6251015419144488
VE89726,California,8024.899920000001,No,Basic,High School or Below,1/15/2011,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,Medsize,0,0.4518429988022701
XK49057,California,4455.518101,No,Basic,High School or Below,2/8/2011,Employed,M,31196,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,342.796508,Two-Door Car,Small,0,-0.26664385967532994
EB86696,California,4755.36505,No,Basic,Bachelor,2/1/2011,Employed,M,21808,Suburban,Married,119,0,71,0,1,Special Auto,Special L3,Offer2,Call Center,571.2,SUV,Medsize,0,-0.20628716394041968
OW68478,California,12298.6863,Yes,Basic,High School or Below,2/20/2011,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,SUV,Medsize,0,1.3121206338889055
SD77009,California,8334.359986,No,Extended,College,2/21/2011,Unemployed,M,0,Suburban,Single,136,7,61,2,3,Personal Auto,Personal L3,Offer3,Web,979.2,SUV,Medsize,0,0.5141347349962146
EP83939,Arizona,5575.751228,No,Basic,High School or Below,1/26/2011,Employed,M,91416,Rural,Married,69,4,39,0,5,Personal Auto,Personal L3,Offer2,Call Center,109.904496,Four-Door Car,Medsize,0,-0.041150252940295375
WN69789,California,2526.729022,No,Basic,College,2/4/2011,Employed,F,33485,Suburban,Married,63,6,41,0,1,Personal Auto,Personal L3,Offer4,Call Center,343.705799,Four-Door Car,Medsize,0,-0.6548930513588529
VX79712,Washington,6775.924167,No,Extended,Doctor,2/20/2011,Employed,M,27354,Suburban,Married,86,2,13,1,7,Personal Auto,Personal L3,Offer4,Branch,412.8,Two-Door Car,Medsize,0,0.2004345727518809
ZX64745,California,7923.136624,No,Basic,College,1/18/2011,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,1124.4277339999999,SUV,Medsize,0,0.4313588941144026
MS59005,Nevada,5913.305869,No,Extended,Bachelor,1/23/2011,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,0,0.026796687419413958
QZ58370,Nevada,11820.1098,No,Extended,Bachelor,2/22/2011,Employed,F,86801,Urban,Married,98,5,20,0,2,Personal Auto,Personal L3,Offer4,Branch,371.108203,Four-Door Car,Medsize,0,1.2157871667894014
BM69818,Oregon,5841.528134,No,Extended,Bachelor,2/12/2011,Unemployed,M,0,Suburban,Divorced,79,17,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,379.2,Four-Door Car,Large,0,0.012348426643760744
YE67531,Oregon,8382.630118000001,Yes,Basic,High School or Below,2/4/2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L3,Offer1,Web,561.6,Sports Car,Medsize,0,0.5238511109004031
SC23927,California,4772.943848,Yes,Extended,High School or Below,2/18/2011,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize,0,-0.2027486981804382
RM10880,California,3096.511217,Yes,Extended,College,2/12/2011,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,0,-0.5402006368004368
HT31871,Arizona,4861.369008,No,Basic,High School or Below,1/14/2011,Employed,M,36305,Suburban,Married,61,19,61,0,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small,0,-0.18494944927952398
CX22458,California,9075.768214,Yes,Basic,Master,1/26/2011,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L3,Offer1,Agent,158.077504,Sports Car,Medsize,0,0.6633740418559115
AT41276,California,8110.536059,No,Basic,Bachelor,2/11/2011,Employed,M,36554,Suburban,Married,70,6,62,1,2,Personal Auto,Personal L2,Offer4,Call Center,433.38842,Two-Door Car,Small,0,0.4690808409840007
UZ42802,Oregon,4526.606038,No,Extended,Bachelor,2/6/2011,Unemployed,M,0,Suburban,Single,135,28,66,0,1,Personal Auto,Personal L3,Offer1,Agent,1516.3837529999998,Sports Car,Large,0,-0.2523344494971011
EN89709,Arizona,2555.5356850000003,No,Basic,Doctor,1/20/2011,Disabled,F,18241,Rural,Married,65,17,44,0,1,Personal Auto,Personal L2,Offer3,Agent,151.991098,Two-Door Car,Medsize,0,-0.6490945098041443
XW34862,Nevada,11981.98481,Yes,Basic,Master,1/20/2011,Retired,F,21514,Urban,Married,62,0,59,0,2,Special Auto,Special L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,0,1.2483712593013967
WS57286,Arizona,4692.165155,No,Basic,College,2/13/2011,Unemployed,M,0,Rural,Married,64,20,13,0,4,Personal Auto,Personal L3,Offer2,Agent,137.169296,Four-Door Car,Medsize,0,-0.21900877690234885
ID20929,Oregon,2756.941661,No,Basic,Bachelor,1/18/2011,Medical Leave,M,29926,Suburban,Divorced,74,25,34,0,1,Corporate Auto,Corporate L1,Offer1,Branch,418.23366699999997,Four-Door Car,Medsize,0,-0.6085531627830526
JW24212,Oregon,3123.080994,Yes,Basic,Bachelor,2/19/2011,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,Large,0,-0.5348523617838603
UA73107,California,2538.62632,Yes,Basic,Bachelor,2/17/2011,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,-0.6524982242717394
SD63822,Oregon,5088.687654,No,Basic,Bachelor,1/5/2011,Unemployed,F,0,Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Offer1,Branch,511.2,Four-Door Car,Small,0,-0.1391920974130096
XQ50187,Oregon,3360.44356,No,Extended,Master,2/5/2011,Employed,M,74918,Urban,Single,85,13,74,0,1,Special Auto,Special L1,Offer4,Branch,314.246507,Two-Door Car,Medsize,0,-0.48707325239922705
OV29928,Washington,5225.253777,No,Basic,College,2/24/2011,Employed,F,67423,Urban,Married,65,24,0,0,9,Corporate Auto,Corporate L3,Offer3,Agent,293.308765,Four-Door Car,Medsize,0,-0.11170247325276081
IT11766,California,4148.570285,No,Basic,Bachelor,1/29/2011,Employed,F,61896,Urban,Married,104,25,97,0,1,Personal Auto,Personal L2,Offer4,Call Center,461.306722,SUV,Medsize,0,-0.32842990084931295
PG84165,California,2776.629135,No,Extended,High School or Below,1/27/2011,Unemployed,M,0,Suburban,Single,77,6,36,0,1,Personal Auto,Personal L3,Offer2,Branch,554.4,Four-Door Car,Medsize,0,-0.6045902380910726
FI11096,Arizona,7324.285428,No,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Single,104,10,74,0,7,Special Auto,Special L1,Offer2,Branch,1114.092784,SUV,Small,0,0.3108151315448558
OZ58610,Arizona,7575.647415,No,Basic,High School or Below,2/21/2011,Unemployed,M,0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,0,0.36141220788423
TZ28073,California,4341.363555,No,Basic,Bachelor,1/10/2011,Employed,M,23352,Suburban,Married,112,0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize,0,-0.289622219877617
YX72707,Oregon,5003.336664,No,Basic,Doctor,1/19/2011,Unemployed,F,0,Suburban,Married,66,12,20,1,4,Personal Auto,Personal L3,Offer2,Agent,445.19869000000006,Four-Door Car,Small,0,-0.15637254147383395
KU56071,Oregon,4991.535369,No,Basic,College,2/20/2011,Employed,F,93416,Urban,Married,62,5,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246.24905099999998,Two-Door Car,Medsize,0,-0.15874804395591166
QD26729,California,2523.654743,No,Basic,College,1/20/2011,Employed,M,43204,Urban,Married,64,31,19,3,1,Personal Auto,Personal L1,Offer4,Branch,246.065764,Four-Door Car,Medsize,0,-0.6555118781397358
ZG23976,California,8632.783576,No,Premium,Bachelor,2/20/2011,Employed,F,96200,Suburban,Married,107,9,45,0,3,Personal Auto,Personal L2,Offer2,Web,513.6,Two-Door Car,Small,0,0.5742049204085383
RL51023,Arizona,4185.757242000001,No,Basic,College,2/16/2011,Unemployed,M,0,Suburban,Single,64,0,56,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,492.644465,Four-Door Car,Small,0,-0.320944475846852
YZ56105,California,6409.627461,No,Extended,High School or Below,1/11/2011,Unemployed,F,0,Suburban,Single,99,14,48,2,9,Personal Auto,Personal L1,Offer1,Branch,712.8,Two-Door Car,Medsize,0,0.12670209387732734
XF92956,Oregon,2448.859093,No,Basic,High School or Below,1/15/2011,Unemployed,M,0,Suburban,Single,68,35,52,0,1,Personal Auto,Personal L2,Offer3,Branch,489.6,Four-Door Car,Medsize,0,-0.6705676200920904
YZ19736,Arizona,2580.849899,Yes,Basic,College,2/9/2011,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,0,-0.6439989691716251
GN46207,Oregon,4170.6873479999995,Yes,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,0,-0.3239779201088292
ZD13262,Oregon,10425.98532,No,Extended,High School or Below,1/30/2011,Employed,F,68563,Urban,Married,131,6,44,1,3,Personal Auto,Personal L2,Offer4,Call Center,350.097052,SUV,Small,0,0.9351615098114815
NJ88229,California,8343.751519,No,Basic,College,2/4/2011,Employed,F,64127,Rural,Single,71,31,19,0,2,Personal Auto,Personal L2,Offer4,Branch,72.86230400000001,Four-Door Car,Medsize,0,0.5160251724399031
OS11465,Oregon,8500.909417,No,Basic,High School or Below,1/10/2011,Employed,M,79153,Suburban,Married,106,12,5,0,7,Special Auto,Special L1,Offer4,Call Center,508.8,SUV,Medsize,0,0.5476597495585255
UH76249,Arizona,9087.586819,No,Extended,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Married,80,7,77,0,2,Corporate Auto,Corporate L2,Offer1,Agent,384.0,Four-Door Car,Medsize,0,0.6657530286969486
FE12805,Oregon,7180.270931,No,Premium,Bachelor,2/25/2011,Employed,F,34161,Suburban,Married,186,5,10,3,1,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize,0,0.2818262116781236
DT53270,Washington,4896.271406,No,Basic,College,1/7/2011,Unemployed,F,0,Suburban,Single,71,9,6,0,3,Personal Auto,Personal L3,Offer2,Agent,421.147532,Four-Door Car,Large,0,-0.17792388699339662
QU40939,Arizona,9575.7578,No,Extended,College,2/6/2011,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633.6,Four-Door Car,Medsize,0,0.7640177849837619
AS48176,Oregon,12168.744920000001,Yes,Basic,Bachelor,2/5/2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,0,1.2859645153684724
ZN86559,California,5251.152281000001,No,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Married,72,21,65,0,3,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,0,-0.10648931990525953
SH36838,Arizona,5153.91989,No,Basic,High School or Below,1/23/2011,Unemployed,M,0,Suburban,Single,74,22,50,0,3,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Medsize,0,-0.1260613911193803
NT97069,Washington,2533.740057,No,Basic,Bachelor,2/21/2011,Employed,M,53988,Urban,Married,64,10,17,0,1,Personal Auto,Personal L1,Offer4,Agent,206.82346,Two-Door Car,Medsize,0,-0.6534817883538663
FA90739,Oregon,12476.64759,No,Extended,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,121,7,34,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,871.2,SUV,Medsize,0,1.3479427607070849
PU18983,Oregon,8608.157233,No,Basic,High School or Below,2/4/2011,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,0,0.5692478424843788
OB98149,Washington,4700.007467,No,Basic,College,2/10/2011,Disabled,F,11417,Suburban,Married,63,25,57,0,6,Personal Auto,Personal L3,Offer2,Agent,302.4,Two-Door Car,Small,0,-0.21743018475451853
JG74360,Arizona,4558.972934,No,Basic,College,2/2/2011,Employed,M,37709,Suburban,Married,116,19,39,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,556.8,SUV,Medsize,0,-0.24581926266504997
JH73645,California,15190.654040000001,No,Basic,High School or Below,2/12/2011,Unemployed,M,0,Suburban,Single,71,4,64,4,2,Personal Auto,Personal L3,Offer2,Call Center,839.593218,Four-Door Car,Small,0,1.8942496751897586
OT94107,Oregon,3176.865609,No,Extended,Bachelor,2/14/2011,Employed,F,35551,Suburban,Single,81,33,52,1,1,Personal Auto,Personal L2,Offer2,Branch,565.1085009999999,Four-Door Car,Small,0,-0.5240259663391154
NS92256,Oregon,23777.81427,No,Extended,Master,1/22/2011,Employed,F,33032,Rural,Married,86,33,77,1,2,Personal Auto,Personal L3,Offer2,Branch,87.080119,Two-Door Car,Medsize,1,3.6227735736571427
DC85335,Oregon,4538.117454,No,Basic,College,1/13/2011,Employed,M,49821,Suburban,Married,61,26,48,4,3,Personal Auto,Personal L2,Offer4,Web,333.308611,Four-Door Car,Small,0,-0.25001729724557026
EQ62488,Oregon,15031.5645,No,Basic,College,1/15/2011,Employed,F,59456,Suburban,Married,189,11,7,0,8,Personal Auto,Personal L3,Offer2,Call Center,907.2,Luxury Car,Large,0,1.8622262746101954
WS47147,California,22103.5072,Yes,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,1,3.2857494927791384
WK88044,Arizona,8737.837514,No,Basic,Bachelor,2/13/2011,Employed,M,61281,Rural,Married,110,7,16,0,7,Personal Auto,Personal L3,Offer1,Agent,79.865605,SUV,Medsize,0,0.59535140394878
LV62981,Arizona,6874.326693000001,No,Extended,College,1/4/2011,Employed,M,22093,Suburban,Divorced,87,15,8,0,9,Corporate Auto,Corporate L3,Offer4,Branch,616.749885,Two-Door Car,Medsize,0,0.22024218240452617
RE68901,Washington,5635.7463960000005,No,Basic,College,2/26/2011,Employed,F,20303,Suburban,Married,71,24,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,Small,0,-0.02907372485615989
XR52852,Oregon,2004.350666,Yes,Basic,College,2/22/2011,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small,0,-0.7600434675853477
WA70405,Nevada,8306.550901,No,Basic,College,1/13/2011,Employed,M,89834,Suburban,Single,105,17,14,0,3,Personal Auto,Personal L3,Offer3,Agent,504.0,SUV,Medsize,0,0.508536997591819
QF66741,Nevada,15144.40954,No,Basic,College,2/25/2011,Unemployed,M,0,Suburban,Married,62,6,44,1,2,Personal Auto,Personal L2,Offer3,Branch,307.649586,Two-Door Car,Medsize,0,1.884941042151398
WY17451,Oregon,8621.185568,No,Extended,College,2/24/2011,Unemployed,F,0,Suburban,Single,87,12,12,1,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize,0,0.5718703379079607
AK59340,California,5601.138061,No,Basic,High School or Below,1/5/2011,Employed,M,42360,Rural,Single,71,29,62,0,8,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize,0,-0.03604009470735651
KB25170,Washington,2560.0824989999996,No,Basic,Doctor,1/3/2011,Employed,F,88059,Rural,Married,63,15,98,0,1,Personal Auto,Personal L1,Offer4,Call Center,144.551024,Four-Door Car,Small,0,-0.6481792739810804
BU53191,Arizona,8834.322784,No,Basic,Bachelor,2/2/2011,Employed,F,34133,Rural,Divorced,111,0,72,0,7,Personal Auto,Personal L1,Offer1,Call Center,226.9684,SUV,Small,0,0.6147730859225746
HZ84382,Oregon,8283.843281,No,Premium,Master,2/24/2011,Employed,M,94851,Rural,Single,104,6,33,0,3,Personal Auto,Personal L3,Offer1,Call Center,190.998822,Four-Door Car,Small,0,0.5039661426414023
HX17929,California,10083.48688,Yes,Extended,High School or Below,2/19/2011,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,0,0.8662194238516162
MB69535,Washington,9657.579498000001,Yes,Extended,High School or Below,1/31/2011,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,0,0.7804878119330767
KR82385,California,5454.587929,No,Basic,Master,1/26/2011,Employed,M,66334,Suburban,Single,69,25,25,0,4,Personal Auto,Personal L3,Offer4,Call Center,331.2,Two-Door Car,Medsize,0,-0.0655394167999581
SM52948,Nevada,8707.619537,No,Basic,Bachelor,1/5/2011,Employed,F,57107,Suburban,Married,110,27,84,3,7,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Small,0,0.5892687766297555
KB35786,Oregon,4505.85011,No,Basic,Bachelor,2/3/2011,Medical Leave,M,20284,Suburban,Single,65,14,84,1,3,Personal Auto,Personal L2,Offer1,Agent,532.806637,Four-Door Car,Medsize,0,-0.2565124450884175
FC52000,Oregon,4306.55935,No,Basic,College,2/17/2011,Employed,F,26322,Rural,Married,111,8,94,2,1,Corporate Auto,Corporate L1,Offer3,Branch,180.346146,SUV,Medsize,0,-0.29662801672993183
